appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1393500,Time Break Chronicles,"Warrior General Games, LLC","Warrior General Games, LLC",,157,13,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,6
1736290,Crime O'Clock,Bad Seed,Just For Games,,153,32,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,5
2318310,Class of '09: The Re-Up,SBN3,"SBN3, Wrath Club",,1525,19,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,41
860860,Suicide Guy: Sleepin' Deeply,Fabio Ferrara,Chubby Pixel,,276,75,0,"50,000 .. 100,000",343,0,600,0,599,599,0,2
1373770,Sea Legends,"Mir Dialogue, Ocean",Ziggurat,,10,0,0,"50,000 .. 100,000",0,0,0,0,699,699,0,1
447570,Regeria Hope Episode 1,Golden Game Barn,Golden Game Barn,,291,63,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1941340,Cool People Club,Cool Turtle Games,Cool Turtle Games,,11,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
975470,Silver Chains,Cracked Heads Games,Headup Publishing,,643,246,0,"50,000 .. 100,000",278,0,417,0,2499,2499,0,3
411080,SHOWTIME 2073,Nicolas Bernard,N.INDIES,,216,82,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
1037410,Captain Starshot,Double Door Games,"Double Door Games, Breda University of Applied Sciences",,195,69,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2543040,Halcyon Days,Rock And Roll Gas Station Games,Rock And Roll Gas Station Games,,18,3,0,"50,000 .. 100,000",0,0,0,0,1599,1599,0,1
351340,Belladonna,Neckbolt,Plug In Digital,,525,201,0,"50,000 .. 100,000",463,0,463,0,699,699,0,0
1928030,"Rightfully, Beary Arms",Daylight Basement Studio LLC,Daylight Basement Studio LLC,,19,0,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
559010,Cosmic Sugar VR,David Lobser,Object Normal,,366,22,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1709900,Tower Tactics: Liberation,asraworks,asraworks,,908,100,0,"50,000 .. 100,000",0,0,0,0,1299,1299,0,44
603190,Tank Destroyer,Freedomize Studio,Freedomize Studio,,249,76,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1559450,Veneficium: A witch's tale,Frostpetal Studio,Frostpetal Studio,,39,26,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1437860,Heroes of the Three Kingdoms 5,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,155,27,0,"50,000 .. 100,000",0,0,0,0,399,399,0,87
1861290,Devil Spire,"Ithiro Sumi, Lucas Perdomo, Lucas Bressan",Ithiro Sumi,,303,17,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
1438440,Aurora: A Child's Journey,Luski Game Studio,Prothos,,831,60,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2463500,Backrooms Abyss,Chadder Studios,Chadder Studios,,0,4,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
543870,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,,2869,357,0,"50,000 .. 100,000",3050,0,6081,0,1999,1999,0,40
963210,Another Sight - Hodge's Journey,Lunar Great Wall Studios,Fish Eagle,,59,30,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
384960,Vengeance,314 Arts,314 Arts,,303,74,0,"50,000 .. 100,000",454,0,454,0,799,799,0,0
1450100,LUNA,Simple,PsychoFlux Entertainment,,225,43,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
289890,"7,62 High Calibre",Apeiron,Fulqrum Publishing,,331,100,0,"50,000 .. 100,000",0,0,0,0,499,499,0,5
953250,War Machines: Free to Play,Fun Games For Free,Fun Games For Free,,148,74,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1257560,Make Your Kingdom: Prologue,yo_serjio,yo_serjio,,334,96,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
409450,The Fall of the Dungeon Guardians - Enhanced Edition,Mana Games,Mana Games,,510,93,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,3
685750,The soldier in the mine,Laush Dmitriy Sergeevich,Laush Studio,,57,52,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
476240,KNIGHTS,Arzola's,Arzola's,,689,43,0,"50,000 .. 100,000",553,0,553,0,99,99,0,2
449730,Ahnayro: The Dream World,Alice & Smith,Alice & Smith,,236,34,0,"50,000 .. 100,000",1,0,1,0,499,499,0,0
491720,Nary,Khud0,Khud0,,63,14,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
437000,GUILTY GEAR 2 -OVERTURE-,Arc System Works,Arc System Works,,241,95,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,1
1356460,Commander '85 Prologue,The Moonwalls,"WIG Publishing, SIG Publishing",,12,6,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1980530,Kiwi Clicker - Juiced Up,Dimitri Kipper,tobspr Games,,1128,43,0,"50,000 .. 100,000",366,0,571,0,499,499,0,67
2260850,人类保存计划 Human Save Plan,青思游戏,青思游戏,,2,1,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1281150,Modiverse,Deep Voodoo Games,Deep Voodoo Games,,36,29,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
470450,Where's My Helmet?,Mega Boss Game Studio,My Way Games,,75,33,0,"50,000 .. 100,000",262,0,262,0,899,899,0,0
488580,Hover 2030,Russpuppy,Russpuppy,,80,30,0,"50,000 .. 100,000",254,0,254,0,99,99,0,0
1269150,Fly Punch Boom: First Impact!,Jollypunch Games,Jollypunch Games,,491,55,0,"50,000 .. 100,000",0,0,0,0,0,0,0,4
726590,NBA 2K Playgrounds 2,Saber Interactive,2K,,1565,378,0,"50,000 .. 100,000",283,0,283,0,2999,2999,0,18
1385100,Insurmountable,ByteRockers' Games,Daedalic Entertainment,,616,142,0,"50,000 .. 100,000",0,0,0,0,2499,2499,0,3
1815440,Chinese Driving Test Simulator,Lawliet,Lawliet,,371,191,0,"50,000 .. 100,000",0,0,0,0,99,99,0,3
1293820,YOU and ME and HER: A Love Story,Nitroplus,JAST USA,,3272,118,0,"50,000 .. 100,000",42,0,81,0,2999,2999,0,27
1390380,Wolf's Gang,Caz,KOMODO,,125,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1301990,Electro Ride Prologue,Sylwester Osik,Forestlight Games,,127,55,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2016110,Blaze in Space: Beat a-Maze,"Manufractal Studio, Viabo Games",Viabo Games,,17,0,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
1490840,Bloodshore,"Wales Interactive, Good Gate Media, Wayout Pictures, Posterity Entertainment",Wales Interactive,,452,181,0,"50,000 .. 100,000",93,0,93,0,1499,1499,0,1
1405790,John Wick Hex,Bithell Games,Good Shepherd Entertainment,,384,224,0,"50,000 .. 100,000",1,0,1,0,1999,1999,0,3
682530,MarZ: Tactical Base Defense,Giant Grey,Giant Grey,,635,174,0,"50,000 .. 100,000",0,0,0,0,2199,2199,0,3
564050,Bud Spencer & Terence Hill - Slaps And Beans,Trinity Team,Buddy Productions GmbH,,1589,130,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,4
456540,STAR WARS: Rebel Assault I + II,LucasArts,"LucasArts, Lucasfilm, Disney",,144,82,0,"50,000 .. 100,000",0,0,0,0,999,999,0,1
640380,UBERMOSH Vol.5,Walter Machado,Walter Machado,,321,20,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
323630,Ubinota,Rotateam,Plug In Digital,,205,20,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
748370,STAND OUT VR : VR Battle Royale,raptor lab,raptor lab,,1021,388,0,"50,000 .. 100,000",0,0,0,0,2499,2499,0,4
439930,Control Craft 2,"Cristian Manolachi, Atomic Fabrik",Conglomerate 5,,299,89,0,"50,000 .. 100,000",171,0,185,0,49,99,51,1
1173220,Bleak Faith: Forsaken,Archangel Studios,Archangel Studios,,1401,602,0,"50,000 .. 100,000",0,0,0,0,2999,2999,0,13
460960,The Deed: Dynasty,Pilgrim Adventures,"GrabTheGames, WhisperGames",,460,67,0,"50,000 .. 100,000",213,0,279,0,299,299,0,1
370620,Onyx,Valkyria Games,Valkyria Games,,21,15,0,"50,000 .. 100,000",0,0,0,0,699,699,0,0
527150,Dead,"Alec Smith, Dane Winn",Milo Games,,220,22,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
4870,Cossacks: Art of War,GSC Game World,GSC World Publishing,,233,54,0,"50,000 .. 100,000",91,0,91,0,499,499,0,21
2691830,ASTRA,NewOrderFantasySimulations,NewOrderFantasySimulations,,9,2,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0
1850960,The Jackbox Party Pack 9,"Jackbox Games, Inc.","Jackbox Games, Inc.",,517,108,0,"50,000 .. 100,000",53,0,53,0,2999,2999,0,30
571020,Santa's Big Adventures,Mihai Morosanu,Mihai Morosanu,,81,34,0,"50,000 .. 100,000",214,0,214,0,99,99,0,0
551860,Abandon Ship,Fireblade Software,Fireblade Software,,874,319,0,"50,000 .. 100,000",0,0,0,0,2499,2499,0,6
2287220,F1 Manager 2023,Frontier Developments,Frontier Developments,,1624,475,0,"50,000 .. 100,000",2024,0,4043,0,5499,5499,0,1124
2464680,Necrodome,Raven Software,SNEG,,5,4,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1489600,Nix Umbra,ilzard,ilzard,,77,8,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1064340,Chess Evolved Online,TheGrandestine,TheGrandestine,,586,46,0,"50,000 .. 100,000",0,0,0,0,0,0,0,25
408110,Planet R-12,"Timushev Vladimir, Composer-Motorin Dmitry (Djinotan)",Timushev Vladimir,,227,42,0,"50,000 .. 100,000",222,0,252,0,199,199,0,0
45450,Fortix 2,Nemesys Games,Nemesys Games,,519,51,0,"50,000 .. 100,000",471,0,861,0,199,199,0,1
961620,Flashback,Paul Cuisset,Microids,,366,101,0,"50,000 .. 100,000",0,0,0,0,999,999,0,2
959750,A Book of Beasts and Buddies,Squiddershins,Squiddershins,,369,17,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
876470,Tentlan,Lionmoon UG,Lionmoon UG,,54,63,0,"50,000 .. 100,000",0,0,0,0,0,0,0,6
368050,Almightree: The Last Dreamer,Chocoarts,Digital Tribe,,126,36,0,"50,000 .. 100,000",130,0,130,0,499,499,0,0
1189680,Degraman: Act I. Vincent & Cassel,NamNorm,NamNorm,,131,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
871420,Lovecraft's Untold Stories,LLC Blini Games,Fulqrum Publishing,,641,218,0,"50,000 .. 100,000",175,0,253,0,1499,1499,0,4
476420,Heart of Crown PC,"illuCalab, FLIPFLOPs, Japanime Digital","Culture Select, MangaGamer",,444,107,0,"50,000 .. 100,000",101,0,101,0,2499,2499,0,1
104000,iBomber Defense,Cobra Mobile,Cobra Mobile,,175,63,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0
1470660,Amborettio,Wanech,Wanech,,2,0,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
110400,inMomentum,Digital Arrow,White Rabbit Interactive,,131,48,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1002850,古战三国 Ancient War: Three Kingdoms,Ancient War Studios,Ancient War Studios,,76,49,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
493060,Ballistic Tanks,Kirklight Games,Kirklight Games,,194,40,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
18600,Mayhem Intergalactic,Inventive Dingo,Inventive Dingo,,14,12,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
279940,The Book of Unwritten Tales 2,KING Art,THQ Nordic,,832,75,0,"50,000 .. 100,000",0,0,0,0,2999,2999,0,1
262190,Zombeer,"Moonbite Games, PadaOne Games",New Gravity Laws,,201,67,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
738080,Creatio Ex Nihilo: Aition,Shoho Games,Shoho Games,,4,10,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
46600,Swarm Arena,Dedication Games,Dedication Games,,45,18,0,"50,000 .. 100,000",20,0,20,0,199,199,0,0
1266220,Death end re;Quest 2,"Idea Factory, Compile Heart",Idea Factory International,,285,130,0,"50,000 .. 100,000",0,0,0,0,3999,3999,0,2
1713410,Metal Golem: First Contact,Divine Vision LLC,Divine Vision LLC,,1,0,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0
2073370,Ansiolisis,June,June,,4,0,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
1175840,Whateverland,Caligari Games,"Caligari Games, WhisperGames",,110,9,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
843890,WIN THE GAME: DO IT!,AFBIK Studio,AFBIK Studio,,221,135,0,"50,000 .. 100,000",15,0,15,0,99,99,0,0
965990,Destiny's Sword,2Dogs Games Ltd.,Bonus Stage Publishing,,20,10,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0
823600,Battle Brawlers,"Suzhou DaYu Network Technology Co., Ltd., 蘇州大禹網絡科技有限公司, 苏州大禹网络科技有限公司","Suzhou DaYu Network Technology Co., Ltd., 蘇州大禹網絡科技有限公司, 苏州大禹网络科技有限公司",,111,80,0,"50,000 .. 100,000",0,0,0,0,0,0,0,3
548080,Space Merchants: Arena,Playito.com,Playito.com,,17,8,0,"50,000 .. 100,000",243,0,273,0,699,699,0,0
1621310,Atelier Sophie 2: The Alchemist of the Mysterious Dream,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,1810,103,0,"50,000 .. 100,000",2374,0,2374,0,5999,5999,0,37
580040,Formata,Nezon Production,Nezon Production,,551,289,0,"50,000 .. 100,000",149,0,149,0,999,999,0,1
843390,Vertigo 2,Zach Tsiakalis-Brown,Zulubo Productions,,1815,69,0,"50,000 .. 100,000",0,0,0,0,2999,2999,0,19
340770,Death Goat,Terminal Press,Terminal Press,,256,82,0,"50,000 .. 100,000",387,0,387,0,0,0,0,0
306680,Lexica,d3t,Puzzler,,275,92,0,"50,000 .. 100,000",1,0,1,0,499,499,0,0
1887020,Raubritter: Become a Feudal Lord,Sartorian,Sartorian,,166,73,0,"50,000 .. 100,000",0,0,0,0,3999,3999,0,8
2018260,DUCK Mission,gentuni65,RoboTeh Lab,,12,4,0,"50,000 .. 100,000",0,0,0,0,4999,4999,0,0
1337600,Wetware,Brainfists LLC,Brainfists LLC,,5,4,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
816350,The Flood,Ondrej Angelovic,Ondrej Angelovic,,992,185,0,"50,000 .. 100,000",8,0,8,0,0,0,0,1
739190,AntVentor,LoopyMood,LoopyMood,,365,75,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
2306980,Replik Survivors,Deep Sea Cat,Deep Sea Cat,,31,6,0,"50,000 .. 100,000",0,0,0,0,399,499,20,3
1047010,Synergia,Radi Art,"Top Hat Studios, Inc.",,560,79,0,"50,000 .. 100,000",155,0,197,0,1199,1199,0,1
385900,Arevan,Overcloud9,Aldorlea Games,,25,30,0,"50,000 .. 100,000",339,0,339,0,699,699,0,0
11050,Dracula: Origin,Frogwares,Frogwares,,185,80,0,"50,000 .. 100,000",0,0,0,0,999,999,0,2
929200,吞食孔明传 Tunshi Kongming Legends,Sunny Show,Phoenix Games,,766,294,0,"50,000 .. 100,000",0,0,0,0,999,999,0,24
2113540,梦魇：无归 Nightmare without return,青衣工作室,青衣工作室,,565,23,0,"50,000 .. 100,000",0,0,0,0,559,699,20,5
523120,VEGAS Movie Studio 14 Platinum Steam Edition,MAGIX Software GmbH,MAGIX Software GmbH,,317,175,0,"50,000 .. 100,000",0,0,0,0,0,0,0,20
473140,BomberZone,Dracula Bytes,exosyphen studios,,100,42,0,"50,000 .. 100,000",215,0,275,0,99,99,0,0
1478340,Turbo Sliders Unlimited,Antti Mannisto,Antti Mannisto,,100,9,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,12
509110,Spikit,Blastoid Entertainment,Back To Basics Gaming,,328,83,0,"50,000 .. 100,000",310,0,240,0,99,199,50,0
1615100,The Last Stand Legacy Collection,Con Artist Games,Armor Games Studios,,1470,165,0,"50,000 .. 100,000",0,0,0,0,999,999,0,13
239700,Hate Plus,Love Conquers All Games,Love Conquers All Games,,488,93,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1448520,Magicians' Legacy: Prologue,Greenolor Studio,Greenolor Studio,,30,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1977230,Ralph's party RPG,Samuvt2,Samuvt2,,8,3,0,"50,000 .. 100,000",0,0,0,0,99,99,0,4
1191630,Shantae and the Seven Sirens,WayForward,WayForward,,1346,145,0,"50,000 .. 100,000",3,0,3,0,2999,2999,0,7
1579190,Daenerys Miracle,SeedWall,SeedWall,,23,4,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1554700,Inglorious Waifu VS Nazi Zombies,SeedWall,SeedWall,,340,22,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
919330,Ghost in the pool,CASCHA GAMES,CASCHA GAMES,,220,70,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
1935660,Chop Goblins,David Szymanski,David Szymanski,,2127,41,0,"50,000 .. 100,000",0,0,0,0,499,499,0,10
1135830,Brave Alchemist Colette,Acerola,Kagura Games,,796,84,0,"50,000 .. 100,000",0,0,0,0,2499,2499,0,9
1172050,COCKHEAD,Yoba Games,Yoba Games,,507,299,0,"50,000 .. 100,000",0,0,0,0,699,699,0,0
746910,Chicken Farm 2K17,Jakal Studios,Jakal Studios,,239,68,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
1216080,坦率的小红帽和爱说谎的狼,USAGI STORE,Pujia8 Studio,,969,19,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
337180,Velocity 2X,FuturLab,Sierra,,84,47,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
318690,Cargo 3,Vinci Games,Vinci Games,,77,118,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
487350,Pirate Pop Plus,dadako,"13AM Shipping Solutions, 13AM Games",,95,53,0,"50,000 .. 100,000",13,0,13,0,499,499,0,0
498600,MSI Electric City,Metanaut,MSI,,96,35,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
508200,Bacon Tales - Between Pigs and Wolves,Uruca Game Studio,Uruca Game Studio,,38,21,0,"50,000 .. 100,000",85,0,85,0,199,199,0,4
716630,Battlevoid: Sector Siege,Bugbyte Ltd.,Bugbyte Ltd.,,98,77,0,"50,000 .. 100,000",0,0,0,0,399,999,60,1
1574900,Salt 2: Shores of Gold,Lavaboots Studios,Lavaboots Studios,,838,133,0,"50,000 .. 100,000",119,0,141,0,1999,1999,0,36
272990,GAUGE,Étienne Périn,Neko Entertainment,,156,90,0,"50,000 .. 100,000",0,0,0,0,399,399,0,0
684380,MermaidVR Video Player,Mermaid VR Inc.,Mermaid VR Inc.,,106,41,0,"50,000 .. 100,000",62,0,62,0,0,0,0,2
1599220,League Space,EURO GAMES STUDIO,EURO GAMES STUDIO (ESP),,0,1,0,"50,000 .. 100,000",0,0,0,0,1199,1199,0,0
1256480,A Siren's Call  VR: Legacy ( A VR Short Story),Siren Heart Studios,Siren Heart Studios,,0,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
348960,Odysseus: Long Way Home,Rainbow Games,Rainbow Games,,49,30,0,"50,000 .. 100,000",173,0,210,0,399,399,0,0
316480,Shadow Puppeteer,Sarepta studio,Snow Cannon Games,,121,39,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
404920,Emergency 2016,Sixteen Tons Entertainment,Deep Silver,,121,148,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
619310,Ways of History,Glyph Worlds,Glyph Worlds,,123,117,0,"50,000 .. 100,000",3138,0,3138,0,0,0,0,8
2489710,Rocket Horizon,Vutune,Vutune,,3,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0
500980,Endangered,"Strawberry Game Studios, LLC","Strawberry Game Studios, LLC",,8,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
2201940,Ship Graveyard Simulator 2,"Games Incubator, Hypnotic Ants","Games Incubator, PlayWay S.A.",,1007,203,0,"50,000 .. 100,000",242,0,242,0,1999,1999,0,323
2676840,No Case Should Remain Unsolved,Somi,Somi,,1133,26,0,"50,000 .. 100,000",0,0,0,0,699,699,0,95
1336230,AVRACH RESURRECTION,Fluffy Bisons,Fluffy Bisons,,5,0,0,"50,000 .. 100,000",0,0,0,0,599,599,0,0
1047220,Frog Detective 2: The Case of the Invisible Wizard,"Grace Bruxner, Thomas Bowker","worm club, SUPERHOT PRESENTS",,1528,73,0,"50,000 .. 100,000",11,0,11,0,274,499,45,3
2056420,DEAD TRAIN,austin d.,frozenlab,,3,2,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1291860,Rough Justice: '84,Gamma Minus UG,Daedalic Entertainment,,66,15,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,1
1396890,Boss of this gym,IndieGameMamaDev,IndieGameMama,,595,35,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1515140,Huntfeast,DRAUGR,DRAUGR,,10,13,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1129220,"BEARS, VODKA, BALALAIKA! ",Rabotiagi games,Rabotiagi games,,1778,195,0,"50,000 .. 100,000",6,0,6,0,399,399,0,0
9760,Act of War: High Treason,Eugen Systems,THQ Nordic,,374,82,0,"50,000 .. 100,000",0,0,0,0,299,299,0,13
1334700,tomorrow won't come for those without ██████,etherane,etherane,,702,34,0,"50,000 .. 100,000",0,0,0,0,199,199,0,3
229970,Armada 2526 Gold Edition,Ntronium Games,Iceberg Interactive,,71,34,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,1
529900,Polygon Attack,Magnolia Art,Magnolia Art,,222,32,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
18480,Mata Hari,4Head Studios,Viva Media,,77,56,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1001800,KUNAI,TurtleBlaze,"The Arcade Crew, Gamera Games",,421,98,0,"50,000 .. 100,000",0,0,0,0,1699,1699,0,1
945160,Angelo and Deemon: One Hell of a Quest,Specialbit Studio,Specialbit Studio,,115,38,0,"50,000 .. 100,000",0,0,0,0,899,899,0,0
612620,Detective Butler: Maiden Voyage Murder,Goldbar Games,Goldbar Games,,215,46,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
230070,The Age of Decadence,Iron Tower Studio,Iron Tower Studio,,2831,622,0,"50,000 .. 100,000",141,0,141,0,1499,1499,0,9
1113940,Electronic Super Joy 2,Michael Todd Games,2&amp;30 Software,,608,89,0,"50,000 .. 100,000",9,0,9,0,0,0,0,2
1340480,The Cosmic Wheel Sisterhood,Deconstructeam,Devolver Digital,,2324,117,0,"50,000 .. 100,000",305,0,305,0,1439,1799,20,54
2238810,《乱步馆》-断崖 -Precipice,多年以后的卡米拉,多年以后的卡米拉,,1,0,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
1354270,Match Match Mania!,Dashing Cape,Dashing Cape,,2,0,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
1082680,The Walking Dead Onslaught,Survios,Survios,,460,563,0,"50,000 .. 100,000",0,0,0,0,2999,2999,0,1
1990400,Tales of Agaris,Metthink,Metthink Universe,,8,2,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
2435900,SharpShooter3D,HeadHunters games,HeadHunters games,,658,28,0,"50,000 .. 100,000",17,0,17,0,299,299,0,8
1330290,READY AIM FIRE,VRillAR,VRillAR,,9,10,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1307660,Ravenbound,Systemic Reaction™,Systemic Reaction™,,466,403,0,"50,000 .. 100,000",0,0,0,0,1499,2999,50,8
3450,Typer Shark! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",,268,44,0,"50,000 .. 100,000",235,0,323,0,499,499,0,22
1001800,KUNAI,TurtleBlaze,"The Arcade Crew, Gamera Games",,421,98,0,"50,000 .. 100,000",0,0,0,0,1699,1699,0,1
1047220,Frog Detective 2: The Case of the Invisible Wizard,"Grace Bruxner, Thomas Bowker","worm club, SUPERHOT PRESENTS",,1528,73,0,"50,000 .. 100,000",11,0,11,0,274,499,45,3
529900,Polygon Attack,Magnolia Art,Magnolia Art,,222,32,0,"50,000 .. 100,000",0,0,0,0,499,499,0,0
405000,UTOPIA 9 - A Volatile Vacation,Whalegun,Untold Tales,,116,26,0,"50,000 .. 100,000",0,0,0,0,699,699,0,0
415150,Pang Adventures,Dotemu,Dotemu,,304,73,0,"50,000 .. 100,000",78,0,90,0,999,999,0,0
2676840,No Case Should Remain Unsolved,Somi,Somi,,1133,26,0,"50,000 .. 100,000",0,0,0,0,699,699,0,95
1542330,Assimilation X,AvrillionArts,AvrillionArts,,1,0,0,"50,000 .. 100,000",0,0,0,0,299,299,0,0
1490130,CrashMetal - Cyberpunk,JDM4iK Games,SA Industry,,368,192,0,"50,000 .. 100,000",4705,0,9273,0,49,499,90,6
766280,A Light in the Dark,"CreSpirit, STORIA, Narrator",Sekai Project,,1556,110,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,0
1844110,The Legend of the War Axe,PancakeGames,PancakeGames,,12,3,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1646930,The Feeble Files,"Adventure Soft, MojoTouch",MojoTouch,,26,0,0,"50,000 .. 100,000",0,0,0,0,599,599,0,1
716500,Eliza,Zachtronics,Zachtronics,,1396,136,0,"50,000 .. 100,000",0,0,0,0,1499,1499,0,2
1554170,Coonwood,SoloQ,SoloQ,,24,3,0,"50,000 .. 100,000",0,0,0,0,99,99,0,0
722560,RAD,Double Fine Productions,BANDAI NAMCO Entertainment America Inc.,,666,225,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,5
1103780,Top Speed 2: Racing Legends,T-Bull,T-Bull,,94,61,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
359810,Hare In The Hat,RunServer,RunServer,,280,128,0,"50,000 .. 100,000",287,0,287,0,199,199,0,0
279540,Pretentious Game,Keybol,Keybol,,228,62,0,"50,000 .. 100,000",13,0,13,0,199,199,0,0
2677620,Spider Inferno,Manie Solutions UG,Manie Solutions UG,,0,1,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1129220,"BEARS, VODKA, BALALAIKA! ",Rabotiagi games,Rabotiagi games,,1778,195,0,"50,000 .. 100,000",6,0,6,0,399,399,0,0
1382200,Liquidators,Gray Unit,"Gray Unit, Juggernaut Entertainment",,830,36,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1515140,Huntfeast,DRAUGR,DRAUGR,,10,13,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
979310,Disjunction,Ape Tribe Games,Fireshine Games,,102,26,0,"50,000 .. 100,000",0,0,0,0,1599,1599,0,0
1095040,Unexplored 2: The Wayfarer's Legacy,Ludomotion,Ludomotion,,229,71,0,"50,000 .. 100,000",4,0,4,0,1999,1999,0,3
771430,Evolva,Computer Artworks,Interplay,,35,3,0,"50,000 .. 100,000",0,0,0,0,999,999,0,0
1469610,Last Train Home,Ashborne Games,THQ Nordic,,2104,282,0,"50,000 .. 100,000",0,0,0,0,2639,3999,34,1112
1106740,The Beast of Gevaudan,Yakov Kotov,Uroborus,,5,1,0,"50,000 .. 100,000",0,0,0,0,199,199,0,0
